rfhbn,marwad,200,200,11,residential,1,1300
gyrlv,marwad,200,200,16,residential,1,700
jkhyt,marwad,200,200,16,residential,1,1000
zyzjm,marwad,200,200,16,residential,1,1100
mpeik,marwad,200,200,16,residential,1,1300
skfid,marwad,200,200,21,residential,1,700
enyle,marwad,200,200,21,residential,1,1000
ezwdm,marwad,200,200,21,residential,1,1100
jbsdx,marwad,200,200,21,residential,1,1300
aanhk,marwad,200,200,1,residential,2,700
pmusl,marwad,200,200,1,residential,2,1000
hopvd,marwad,200,200,1,residential,2,1100
bvlzp,marwad,200,200,1,residential,2,1300
vhurb,marwad,200,200,6,residential,2,700
ywvle,marwad,200,200,6,residential,2,1000
vxatq,marwad,200,200,6,residential,2,1100
cssdw,marwad,200,200,6,residential,2,1300
bqwny,marwad,200,200,11,residential,2,700
mfvvs,marwad,200,200,11,residential,2,1000
uiscv,marwad,200,200,11,residential,2,1100
wzuuf,marwad,200,200,11,residential,2,1300
nsudb,marwad,200,200,16,residential,2,700
ljxwd,marwad,200,200,16,residential,2,1000
qxjbj,marwad,200,200,16,residential,2,1100
otrvr,marwad,200,200,16,residential,2,1300
nzizq,marwad,200,200,21,residential,2,700
evset,marwad,200,200,21,residential,2,1000
lzdms,marwad,200,200,21,residential,2,1100
hdbvr,marwad,200,200,21,residential,2,1300
qaeum,marwad,200,200,1,commercial,1,700
taske,marwad,200,200,1,commercial,1,1000
uonwo,marwad,200,200,1,commercial,1,1100
kcdui,marwad,200,200,1,commercial,1,1300
pnswf,marwad,200,200,6,commercial,1,700
ujqrk,marwad,200,200,6,commercial,1,1000
fdxug,marwad,200,200,6,commercial,1,1100
jttot,marwad,200,200,6,commercial,1,1300
zvbax,marwad,200,200,11,commercial,1,700
dmljj,marwad,200,200,11,commercial,1,1000
lefsg,marwad,200,200,11,commercial,1,1100
kmrqu,marwad,200,200,11,commercial,1,1300
xregv,marwad,200,200,16,commercial,1,700
awgwe,marwad,200,200,16,commercial,1,1000
gwcwd,marwad,200,200,16,commercial,1,1100
xdaco,marwad,200,200,16,commercial,1,1300
qgedg,marwad,200,200,21,commercial,1,700
hnoff,marwad,200,200,21,commercial,1,1000
rtgig,marwad,200,200,21,commercial,1,1100
cyhbo,marwad,200,200,21,commercial,1,1300
seell,marwad,200,200,1,commercial,2,700
rxhkj,marwad,200,200,1,commercial,2,1000
pzvag,marwad,200,200,1,commercial,2,1100
sobmg,marwad,200,200,1,commercial,2,1300
owajk,marwad,200,200,6,commercial,2,700
mhmco,marwad,200,200,6,commercial,2,1000
gvgal,marwad,200,200,6,commercial,2,1100
opjkn,marwad,200,200,6,commercial,2,1300
cgsam,marwad,200,200,11,commercial,2,700
leqda,marwad,200,200,11,commercial,2,1000
ubpkb,marwad,200,200,11,commercial,2,1100
omlrr,marwad,200,200,11,commercial,2,1300
vzxlu,marwad,200,200,16,commercial,2,700
esafe,marwad,200,200,16,commercial,2,1000
eporw,marwad,200,200,16,commercial,2,1100
vsesp,marwad,200,200,16,commercial,2,1300
cedwy,marwad,200,200,21,commercial,2,700
zanjy,marwad,200,200,21,commercial,2,1000
zqrdr,marwad,200,200,21,commercial,2,1100
dsgii,marwad,200,200,21,commercial,2,1300
qqwjq,marwad,1200,600,1,residential,1,700
dduti,marwad,1200,600,1,residential,1,1000
eezsi,marwad,1200,600,1,residential,1,1100
fllrq,marwad,1200,600,1,residential,1,1300
rjvhp,marwad,1200,600,6,residential,1,700
zrmxd,marwad,1200,600,6,residential,1,1000
wxjgu,marwad,1200,600,6,residential,1,1100
mdmua,marwad,1200,600,6,residential,1,1300
stbbg,marwad,1200,600,11,residential,1,700
txuhv,marwad,1200,600,11,residential,1,1000
dltfd,marwad,1200,600,11,residential,1,1100
izdik,marwad,1200,600,11,residential,1,1300
lerjw,marwad,1200,600,16,residential,1,700
xmyuo,marwad,1200,600,16,residential,1,1000
okknw,marwad,1200,600,16,residential,1,1100
pchpt,marwad,1200,600,16,residential,1,1300
fvjbv,marwad,1200,600,21,residential,1,700
veodq,marwad,1200,600,21,residential,1,1000
qhmjp,marwad,1200,600,21,residential,1,1100
iaglc,marwad,1200,600,21,residential,1,1300
wysgm,marwad,1200,600,1,residential,2,700
cfvgu,marwad,1200,600,1,residential,2,1000
kmjlv,marwad,1200,600,1,residential,2,1100
ypbzj,marwad,1200,600,1,residential,2,1300
timmp,marwad,1200,600,6,residential,2,700
mqfgv,marwad,1200,600,6,residential,2,1000
qnvlj,marwad,1200,600,6,residential,2,1100
kigwg,marwad,1200,600,6,residential,2,1300
qjcnp,marwad,1200,600,11,residential,2,700
mtnfp,marwad,1200,600,11,residential,2,1000
xvpmv,marwad,1200,600,11,residential,2,1100
ifclh,marwad,1200,600,11,residential,2,1300
mgmfx,marwad,1200,600,16,residential,2,700
nrsec,marwad,1200,600,16,residential,2,1000
zlfqn,marwad,1200,600,16,residential,2,1100
bweap,marwad,1200,600,16,residential,2,1300
iezte,marwad,1200,600,21,residential,2,700
wppgg,marwad,1200,600,21,residential,2,1000
fiucz,marwad,1200,600,21,residential,2,1100
tovdz,marwad,1200,600,21,residential,2,1300
skqxl,marwad,1200,600,1,commercial,1,700
lyfxe,marwad,1200,600,1,commercial,1,1000
qrbyk,marwad,1200,600,1,commercial,1,1100
rgfzt,marwad,1200,600,1,commercial,1,1300
rovcl,marwad,1200,600,6,commercial,1,700
eibpn,marwad,1200,600,6,commercial,1,1000
ogtqn,marwad,1200,600,6,commercial,1,1100
xpwfb,marwad,1200,600,6,commercial,1,1300
pxuew,marwad,1200,600,11,commercial,1,700
fqkfb,marwad,1200,600,11,commercial,1,1000
tvibn,marwad,1200,600,11,commercial,1,1100
ohslz,marwad,1200,600,11,commercial,1,1300
llstf,marwad,1200,600,16,commercial,1,700
asolq,marwad,1200,600,16,commercial,1,1000
pkaeb,marwad,1200,600,16,commercial,1,1100
sdpmq,marwad,1200,600,16,commercial,1,1300
lqado,marwad,1200,600,21,commercial,1,700
oknae,marwad,1200,600,21,commercial,1,1000
szhny,marwad,1200,600,21,commercial,1,1100
yymuh,marwad,1200,600,21,commercial,1,1300
mwzui,marwad,1200,600,1,commercial,2,700
ydvmm,marwad,1200,600,1,commercial,2,1000
kutvo,marwad,1200,600,1,commercial,2,1100
ygqlr,marwad,1200,600,1,commercial,2,1300
kmqdr,marwad,1200,600,6,commercial,2,700
rzodm,marwad,1200,600,6,commercial,2,1000
voyej,marwad,1200,600,6,commercial,2,1100
adiss,marwad,1200,600,6,commercial,2,1300
qlhhn,marwad,1200,600,11,commercial,2,700
tdkmu,marwad,1200,600,11,commercial,2,1000
tdihx,marwad,1200,600,11,commercial,2,1100
zouvr,marwad,1200,600,11,commercial,2,1300
cofnn,marwad,1200,600,16,commercial,2,700
psbun,marwad,1200,600,16,commercial,2,1000
alqfo,marwad,1200,600,16,commercial,2,1100
xxuvn,marwad,1200,600,16,commercial,2,1300
ttbge,marwad,1200,600,21,commercial,2,700
kzfvn,marwad,1200,600,21,commercial,2,1000
vnltf,marwad,1200,600,21,commercial,2,1100
ezhpu,marwad,1200,600,21,commercial,2,1300
pphnh,marwad,1200,900,1,residential,1,700
vatxs,marwad,1200,900,1,residential,1,1000
qtqvn,marwad,1200,900,1,residential,1,1100
siapa,marwad,1200,900,1,residential,1,1300
bffgw,marwad,1200,900,6,residential,1,700
vtmib,marwad,1200,900,6,residential,1,1000
sutwk,marwad,1200,900,6,residential,1,1100
axzgu,marwad,1200,900,6,residential,1,1300
bnlvw,marwad,1200,900,11,residential,1,700
vhoek,marwad,1200,900,11,residential,1,1000
qywuj,marwad,1200,900,11,residential,1,1100
lbchk,marwad,1200,900,11,residential,1,1300
afmrf,marwad,1200,900,16,residential,1,700
qreiu,marwad,1200,900,16,residential,1,1000
mbqoy,marwad,1200,900,16,residential,1,1100
mohhr,marwad,1200,900,16,residential,1,1300
qrtdn,marwad,1200,900,21,residential,1,700
qaydp,marwad,1200,900,21,residential,1,1000
ssmiz,marwad,1200,900,21,residential,1,1100
ijlfk,marwad,1200,900,21,residential,1,1300
aqcnq,marwad,1200,900,1,residential,2,700
dbjxu,marwad,1200,900,1,residential,2,1000
akjyg,marwad,1200,900,1,residential,2,1100
egfwd,marwad,1200,900,1,residential,2,1300
dwjln,marwad,1200,900,6,residential,2,700
iouuf,marwad,1200,900,6,residential,2,1000
hdcgg,marwad,1200,900,6,residential,2,1100
vgrsx,marwad,1200,900,6,residential,2,1300
eehna,marwad,1200,900,11,residential,2,700
rjvyt,marwad,1200,900,11,residential,2,1000
velbq,marwad,1200,900,11,residential,2,1100
mujpb,marwad,1200,900,11,residential,2,1300
qpmrj,marwad,1200,900,16,residential,2,700
kcgdy,marwad,1200,900,16,residential,2,1000
lryuy,marwad,1200,900,16,residential,2,1100
eylyc,marwad,1200,900,16,residential,2,1300
bqwwz,marwad,1200,900,21,residential,2,700
jhjuy,marwad,1200,900,21,residential,2,1000
oaswm,marwad,1200,900,21,residential,2,1100
lflvg,marwad,1200,900,21,residential,2,1300
uasbz,marwad,1200,900,1,commercial,1,700
jstos,marwad,1200,900,1,commercial,1,1000
dwynn,marwad,1200,900,1,commercial,1,1100
kgjgu,marwad,1200,900,1,commercial,1,1300
opnrl,marwad,1200,900,6,commercial,1,700
vfofg,marwad,1200,900,6,commercial,1,1000
lvrbv,marwad,1200,900,6,commercial,1,1100
xtzrb,marwad,1200,900,6,commercial,1,1300
sxico,marwad,1200,900,11,commercial,1,700
ikemi,marwad,1200,900,11,commercial,1,1000
rgorn,marwad,1200,900,11,commercial,1,1100
lzkux,marwad,1200,900,11,commercial,1,1300
einja,marwad,1200,900,16,commercial,1,700
fpdmg,marwad,1200,900,16,commercial,1,1000
szbfj,marwad,1200,900,16,commercial,1,1100
pxghj,marwad,1200,900,16,commercial,1,1300
yoyyl,marwad,1200,900,21,commercial,1,700
dqzzi,marwad,1200,900,21,commercial,1,1000
cuvzm,marwad,1200,900,21,commercial,1,1100
hsxjv,marwad,1200,900,21,commercial,1,1300
ayzwo,marwad,1200,900,1,commercial,2,700
kczpu,marwad,1200,900,1,commercial,2,1000
hutst,marwad,1200,900,1,commercial,2,1100
zniiw,marwad,1200,900,1,commercial,2,1300
jixjz,marwad,1200,900,6,commercial,2,700
zkzjq,marwad,1200,900,6,commercial,2,1000
jcrxy,marwad,1200,900,6,commercial,2,1100
jhvtp,marwad,1200,900,6,commercial,2,1300
rvnxb,marwad,1200,900,11,commercial,2,700
qxnjd,marwad,1200,900,11,commercial,2,1000
qshlg,marwad,1200,900,11,commercial,2,1100
ykghe,marwad,1200,900,11,commercial,2,1300
iirlb,marwad,1200,900,16,commercial,2,700
puedc,marwad,1200,900,16,commercial,2,1000
hqvtr,marwad,1200,900,16,commercial,2,1100
uigny,marwad,1200,900,16,commercial,2,1300
dvniq,marwad,1200,900,21,commercial,2,700
eeney,marwad,1200,900,21,commercial,2,1000
tqhok,marwad,1200,900,21,commercial,2,1100
weklm,marwad,1200,900,21,commercial,2,1300
ppnim,marwad,1200,1200,1,residential,1,700
qyveo,marwad,1200,1200,1,residential,1,1000
rvrdh,marwad,1200,1200,1,residential,1,1100
ocntm,marwad,1200,1200,1,residential,1,1300
zahqg,marwad,1200,1200,6,residential,1,700
lvjje,marwad,1200,1200,6,residential,1,1000
bkzqh,marwad,1200,1200,6,residential,1,1100
sfvvf,marwad,1200,1200,6,residential,1,1300
yzgvv,marwad,1200,1200,11,residential,1,700
qjqsy,marwad,1200,1200,11,residential,1,1000
bsbsh,marwad,1200,1200,11,residential,1,1100
cmjtv,marwad,1200,1200,11,residential,1,1300
fgjki,marwad,1200,1200,16,residential,1,700
svdpg,marwad,1200,1200,16,residential,1,1000
glvsb,marwad,1200,1200,16,residential,1,1100
vvsfm,marwad,1200,1200,16,residential,1,1300
townw,marwad,1200,1200,21,residential,1,700
ttrqg,marwad,1200,1200,21,residential,1,1000
whhsk,marwad,1200,1200,21,residential,1,1100
kiuco,marwad,1200,1200,21,residential,1,1300
sjiai,marwad,1200,1200,1,residential,2,700
nilla,marwad,1200,1200,1,residential,2,1000
kfbom,marwad,1200,1200,1,residential,2,1100
zosmm,marwad,1200,1200,1,residential,2,1300
qalqy,marwad,1200,1200,6,residential,2,700
jydhd,marwad,1200,1200,6,residential,2,1000
hyowg,marwad,1200,1200,6,residential,2,1100
mqank,marwad,1200,1200,6,residential,2,1300
kgqcq,marwad,1200,1200,11,residential,2,700
vpimc,marwad,1200,1200,11,residential,2,1000
qndgu,marwad,1200,1200,11,residential,2,1100
kkqic,marwad,1200,1200,11,residential,2,1300
xdaer,marwad,1200,1200,16,residential,2,700
ssseq,marwad,1200,1200,16,residential,2,1000
hbzzy,marwad,1200,1200,16,residential,2,1100
ohsbu,marwad,1200,1200,16,residential,2,1300
uvvqc,marwad,1200,1200,21,residential,2,700
hihrz,marwad,1200,1200,21,residential,2,1000
jvxab,marwad,1200,1200,21,residential,2,1100
ntkzz,marwad,1200,1200,21,residential,2,1300
ksnjd,marwad,1200,1200,1,commercial,1,700
ymivb,marwad,1200,1200,1,commercial,1,1000
ggjrt,marwad,1200,1200,1,commercial,1,1100
uphcx,marwad,1200,1200,1,commercial,1,1300
vkojf,marwad,1200,1200,6,commercial,1,700
vstir,marwad,1200,1200,6,commercial,1,1000
afahv,marwad,1200,1200,6,commercial,1,1100
gexmv,marwad,1200,1200,6,commercial,1,1300
fsxjc,marwad,1200,1200,11,commercial,1,700
zktqv,marwad,1200,1200,11,commercial,1,1000
afjtb,marwad,1200,1200,11,commercial,1,1100
gbsxr,marwad,1200,1200,11,commercial,1,1300
gfsdb,marwad,1200,1200,16,commercial,1,700
oecae,marwad,1200,1200,16,commercial,1,1000
ufmpd,marwad,1200,1200,16,commercial,1,1100
lqgfn,marwad,1200,1200,16,commercial,1,1300
qelpz,marwad,1200,1200,21,commercial,1,700
qjygi,marwad,1200,1200,21,commercial,1,1000
yqadq,marwad,1200,1200,21,commercial,1,1100
ionnx,marwad,1200,1200,21,commercial,1,1300
wtuby,marwad,1200,1200,1,commercial,2,700
petie,marwad,1200,1200,1,commercial,2,1000
wciwt,marwad,1200,1200,1,commercial,2,1100
lygfr,marwad,1200,1200,1,commercial,2,1300
xhjyz,marwad,1200,1200,6,commercial,2,700
jtxmq,marwad,1200,1200,6,commercial,2,1000
ggwgt,marwad,1200,1200,6,commercial,2,1100
jppjx,marwad,1200,1200,6,commercial,2,1300
dlebf,marwad,1200,1200,11,commercial,2,700
mqkog,marwad,1200,1200,11,commercial,2,1000
offlf,marwad,1200,1200,11,commercial,2,1100
batsf,marwad,1200,1200,11,commercial,2,1300
asoqt,marwad,1200,1200,16,commercial,2,700
pkriu,marwad,1200,1200,16,commercial,2,1000
norfo,marwad,1200,1200,16,commercial,2,1100
mmynz,marwad,1200,1200,16,commercial,2,1300
hvcwj,marwad,1200,1200,21,commercial,2,700
cqshj,marwad,1200,1200,21,commercial,2,1000
gdkiw,marwad,1200,1200,21,commercial,2,1100
nllqn,marwad,1200,1200,21,commercial,2,1300
sclno,marwad,2200,1100,1,residential,1,700
ycffj,marwad,2200,1100,1,residential,1,1000
cfiet,marwad,2200,1100,1,residential,1,1100
mmnaq,marwad,2200,1100,1,residential,1,1300
ogsya,marwad,2200,1100,6,residential,1,700
cprjf,marwad,2200,1100,6,residential,1,1000
vonsl,marwad,2200,1100,6,residential,1,1100
zypaw,marwad,2200,1100,6,residential,1,1300
ruloo,marwad,2200,1100,11,residential,1,700
cjoxs,marwad,2200,1100,11,residential,1,1000
elueu,marwad,2200,1100,11,residential,1,1100
pvykj,marwad,2200,1100,11,residential,1,1300
sbdvx,marwad,2200,1100,16,residential,1,700
iveps,marwad,2200,1100,16,residential,1,1000
ylqsr,marwad,2200,1100,16,residential,1,1100
fdapg,marwad,2200,1100,16,residential,1,1300
nlhbu,marwad,2200,1100,21,residential,1,700
mswtm,marwad,2200,1100,21,residential,1,1000
uflpk,marwad,2200,1100,21,residential,1,1100
oshbw,marwad,2200,1100,21,residential,1,1300
kqhfm,marwad,2200,1100,1,residential,2,700
obthe,marwad,2200,1100,1,residential,2,1000
acfsz,marwad,2200,1100,1,residential,2,1100
dxvtd,marwad,2200,1100,1,residential,2,1300
gtwch,marwad,2200,1100,6,residential,2,700
oixsf,marwad,2200,1100,6,residential,2,1000
ziuqv,marwad,2200,1100,6,residential,2,1100
ygiwj,marwad,2200,1100,6,residential,2,1300
njlxk,marwad,2200,1100,11,residential,2,700
vzbzr,marwad,2200,1100,11,residential,2,1000
sswqk,marwad,2200,1100,11,residential,2,1100
agsos,marwad,2200,1100,11,residential,2,1300
tkftx,marwad,2200,1100,16,residential,2,700
fnzcw,marwad,2200,1100,16,residential,2,1000
uaiqf,marwad,2200,1100,16,residential,2,1100
rxiwx,marwad,2200,1100,16,residential,2,1300
bbxua,marwad,2200,1100,21,residential,2,700
oihzg,marwad,2200,1100,21,residential,2,1000
gyvzq,marwad,2200,1100,21,residential,2,1100
itece,marwad,2200,1100,21,residential,2,1300
jtxdq,marwad,2200,1100,1,commercial,1,700
weenw,marwad,2200,1100,1,commercial,1,1000
gytnz,marwad,2200,1100,1,commercial,1,1100
yfvio,marwad,2200,1100,1,commercial,1,1300
airtb,marwad,2200,1100,6,commercial,1,700
eyjhs,marwad,2200,1100,6,commercial,1,1000
qabtm,marwad,2200,1100,6,commercial,1,1100
lxsbd,marwad,2200,1100,6,commercial,1,1300
hbezo,marwad,2200,1100,11,commercial,1,700
sxkaz,marwad,2200,1100,11,commercial,1,1000
pjgmq,marwad,2200,1100,11,commercial,1,1100
gfwie,marwad,2200,1100,11,commercial,1,1300
ulexs,marwad,2200,1100,16,commercial,1,700
rdfhz,marwad,2200,1100,16,commercial,1,1000
ywbdq,marwad,2200,1100,16,commercial,1,1100
ugdkh,marwad,2200,1100,16,commercial,1,1300
lfwax,marwad,2200,1100,21,commercial,1,700
hnxoi,marwad,2200,1100,21,commercial,1,1000
kxfam,marwad,2200,1100,21,commercial,1,1100
eszjn,marwad,2200,1100,21,commercial,1,1300
nbeir,marwad,2200,1100,1,commercial,2,700
rsipc,marwad,2200,1100,1,commercial,2,1000
hqbun,marwad,2200,1100,1,commercial,2,1100
oagov,marwad,2200,1100,1,commercial,2,1300
wqcjd,marwad,2200,1100,6,commercial,2,700
erupi,marwad,2200,1100,6,commercial,2,1000
chmic,marwad,2200,1100,6,commercial,2,1100
lfpge,marwad,2200,1100,6,commercial,2,1300
wlrlk,marwad,2200,1100,11,commercial,2,700
xblze,marwad,2200,1100,11,commercial,2,1000
zlkaf,marwad,2200,1100,11,commercial,2,1100
petob,marwad,2200,1100,11,commercial,2,1300
huyiu,marwad,2200,1100,16,commercial,2,700
sexsk,marwad,2200,1100,16,commercial,2,1000
haihz,marwad,2200,1100,16,commercial,2,1100
ggtps,marwad,2200,1100,16,commercial,2,1300
fweti,marwad,2200,1100,21,commercial,2,700
vjnpk,marwad,2200,1100,21,commercial,2,1000
ufblb,marwad,2200,1100,21,commercial,2,1100
mwqzi,marwad,2200,1100,21,commercial,2,1300
lhxzo,marwad,2200,1650,1,residential,1,700
ehpcy,marwad,2200,1650,1,residential,1,1000
hvuze,marwad,2200,1650,1,residential,1,1100
waybb,marwad,2200,1650,1,residential,1,1300
ffvhr,marwad,2200,1650,6,residential,1,700
nofcn,marwad,2200,1650,6,residential,1,1000
gtqbf,marwad,2200,1650,6,residential,1,1100
yoaey,marwad,2200,1650,6,residential,1,1300
klski,marwad,2200,1650,11,residential,1,700
tzcmb,marwad,2200,1650,11,residential,1,1000
fvnum,marwad,2200,1650,11,residential,1,1100
qjgtq,marwad,2200,1650,11,residential,1,1300
bknay,marwad,2200,1650,16,residential,1,700
cugpp,marwad,2200,1650,16,residential,1,1000
zmgmz,marwad,2200,1650,16,residential,1,1100
tneon,marwad,2200,1650,16,residential,1,1300
